Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
2016-01-12T22:30:29Z,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,50 - 60%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,JavaScript,contratista,universitario,si,si,si,maestria,dolares,81600,48000,mi empleador,yo,1 - 5%,no,0,si,31,el,avanzado,no,0,Medellín
2016-01-12T22:34:30Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,Clojure,empleado,universitario,si,no,si,pregrado,pesos,117600000,198000000,mi empleador,mi empleador,10 - 20%,no,0,si,27,el,avanzado,no,0,Medellín
2016-01-12T22:35:55Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,70 - 80%,20 - 30%,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Elixir,contratista,universitario,si,no,si,pregrado,dolares,108000,70000,yo,yo,menos de 0.5%,no,0,si,29,el,avanzado,no,0,Bogotá
2016-01-12T22:37:05Z,soy independiente (freelance),soy independiente,soy independiente,si,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,C#,freelance,universitario,si,no,si,pregrado,pesos,40000000,20000000,yo,yo,no tengo,soy independiente,40000000,si,24,el,avanzado,no,0,Bogotá
2016-01-12T22:39:49Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Elixir,contratista,universitario,si,si,si,pregrado,dolares,120000,120000,yo,yo,no tengo,no,0,si,26,el,intermedio,no,0,Barranquilla
2016-01-12T22:41:11Z,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,0 - 10%,3 - 5 años,5 - 10 años,Ruby,empleado,ningúno,si,no,si,bachiller,dolares,130000,85000,yo,yo,menos de 0.5%,no,0,si,29,el,nativo,no,0,Medellín
2016-01-12T22:41:14Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,40 - 50%,20 - 30%,1 año,5 - 10 años,Scala,empleado,universitario,si,si,si,maestria,pesos,60000000,40000000,mi empleador,mi empleador,no tengo,no,0,si,29,el,avanzado,no,0,Medellín
2016-01-12T22:44:31Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1 año,2 años,JavaScript,contratista,ningúno,si,no,si,bachiller,dolares,60000,48000,yo,yo,no tengo,no,0,si,33,el,avanzado,no,0,Medellín
2016-01-12T22:44:54Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,50 - 60%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,12000000,0,yo,yo,no tengo,no,500,si,19,el,intermedio,Afrocolombiano o Afrodescendiente,0,Quibdó
2016-01-12T22:44:59Z,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,no,30 - 40%,60 - 70%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,HTML/CSS,freelance,técnico,no,no,no,pregrado,pesos,50000000,30000000,yo,yo,mas de 20%,si,40000000,si,25,el,intermedio,no,0,Bogotá
2016-01-12T22:51:57Z,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,40 - 50%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,26000000,15000000,mi empleador,mi empleador,no tengo,no,0,no,25,el,avanzado,no,0,Cartagena
2016-01-12T22:52:28Z,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PHP,empleado,universitario,si,no,no,bachiller,pesos,72000000,960000,mi empleador,mi empleador,no tengo,si,0,si,24,el,nativo,no,1,Bogotá
2016-01-12T22:55:10Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,HTML/CSS,contratista,ningúno,no,no,no,bachiller,pesos,30000000,18000000,yo,yo,no tengo,no,500000,no,24,el,intermedio,no,1,Sibaté
2016-01-12T22:57:35Z,empresa Colombiana con mercado latinoamericano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,C#,empleado,técnico,si,no,si,bachiller,pesos,40000000,30000000,mi empleador,mi empleador,no tengo,si,3000000,si,27,el,intermedio,no,2,Bogotá
2016-01-12T22:58:04Z,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,60000,8800,yo,no tengo,menos de 0.5%,no,0,si,29,el,intermedio,no,0,Bogotá
2016-01-12T23:01:17Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,HTML/CSS,contratista,universitario,si,no,si,pregrado,dolares,2000,920,no tengo,no tengo,no tengo,si,1500,si,24,el,avanzado,no,0,Cali
2016-01-12T23:03:28Z,soy independiente (freelance),soy independiente,soy independiente,si,30 - 40%,30 - 40%,20 - 30%,20 - 30%,3 - 5 años,3 - 5 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,45000000,18000000,yo,yo,no tengo,soy independiente,18000000,no,24,el,avanzado,no,0,Barranquilla
2016-01-12T23:04:05Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Elixir,contratista,universitario,si,si,si,pregrado,dolares,40500,9200,yo,yo,0.5 - 1%,no,0,si,25,ella,avanzado,no,0,Barranquilla
2016-01-12T23:08:28Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,PHP,contratista,universitario,si,si,si,pregrado,pesos,30000000,14400000,yo,yo,no tengo,no,0,si,25,ella,avanzado,no,0,Barranquilla
2016-01-12T23:09:19Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,60000,30000,yo,yo,no tengo,no,1500,si,33,el,avanzado,no,2,Bogotá
2016-01-12T23:10:14Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,58500000,45500000,mi empleador,mi empleador,no tengo,no,0,si,31,el,avanzado,no,0,Bogotá
2016-01-12T23:10:17Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,no,bachiller,pesos,61600000,42900000,yo,yo,no tengo,si,12000000,si,23,el,avanzado,no,0,Medellín
2016-01-12T23:10:37Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,28400000,30000000,mi empleador,mi empleador,no tengo,si,300000,si,24,el,avanzado,no,0,Barranquilla
2016-01-12T23:16:37Z,soy independiente (freelance),soy independiente,soy independiente,si,90 - 100%,no tengo responsabilidades de este tipo,40 - 50%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,freelance,ningúno,si,no,si,bachiller,pesos,30000000,30000000,yo,yo,no tengo,soy independiente,0,no,23,el,avanzado,no,0,Cali
2016-01-12T23:16:57Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,18000,3000,yo,yo,no tengo,no,0,si,28,el,intermedio,no,0,San Juan De Pasto
2016-01-12T23:18:49Z,soy independiente (freelance),"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,no,90 - 100%,20 - 30%,40 - 50%,20 - 30%,menos de 1 año,5 - 10 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,50000000,36000000,yo,yo,no tengo,soy independiente,30000000,si,37,el,intermedio,no,1,Cali
2016-01-12T23:18:52Z,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,empleado,técnico,si,no,si,pregrado,pesos,1860000,1200000,mi empleador,mi empleador,no tengo,no,0,no,26,el,básico,no,1,Bogotá
2016-01-12T23:23:00Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,33000,12000,yo,yo,menos de 0.5%,no,0,si,32,el,avanzado,no,0,Medellín
2016-01-12T23:23:05Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,PLSQL,empleado,universitario,si,no,si,pregrado,pesos,3400000,1400000,mi empleador,mi empleador,no tengo,no,0,no,27,ella,básico,no,9,Bogotá
2016-01-12T23:23:49Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,39000000,1000000,no tengo,no tengo,no tengo,si,0,no,20,el,básico,no,0,Bogotá
2016-01-12T23:25:36Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,empleado,ningúno,si,no,si,bachiller,pesos,1490000,8600000,mi empleador,mi empleador,no tengo,no,0,no,22,el,avanzado,Afrocolombiano o Afrodescendiente,0,Barranquilla
2016-01-12T23:27:16Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Objective-C,contratista,universitario,si,no,si,pregrado,dolares,42000,20000,yo,yo,no tengo,si,2000,no,27,el,avanzado,no,0,San Gil
2016-01-12T23:31:04Z,soy independiente (freelance),soy independiente,soy independiente,no,70 - 80%,30 - 40%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,freelance,técnico,si,no,si,pregrado,pesos,25000000,21000000,yo,yo,no tengo,soy independiente,0,no,32,el,básico,no,0,Bogotá
2016-01-12T23:31:14Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Ruby,freelance,universitario,no,no,no,pregrado,dolares,26000,26000,yo,yo,no tengo,si,5000,no,33,el,avanzado,no,1,Medellín
2016-01-12T23:42:56Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Ruby,contratista,universitario,no,si,si,pregrado,dolares,54000,12000,yo,yo,menos de 0.5%,no,0,no,32,el,avanzado,no,0,Cali
2016-01-12T23:47:52Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PHP,contratista,universitario,si,no,si,pregrado,dolares,36000,4560,yo,yo,no tengo,no,0,si,30,el,avanzado,no,0,Cali
2016-01-12T23:52:39Z,empresa Colombiana con mercado global,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,C#,empleado,universitario,si,no,si,pregrado,pesos,2400000,210000,mi empleador,mi empleador,no tengo,no,0,no,26,el,básico,no,0,Bello
2016-01-12T23:53:38Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,menos de 1 año,2 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,21600,12000,yo,yo,no tengo,no,0,si,24,el,avanzado,no,0,Cali
2016-01-12T23:58:34Z,empresa Colombiana con mercado latinoamericano,otro,5 - 10,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,5 - 10 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,31000000,14000000,yo,yo,no tengo,si,18000000,no,30,el,básico,no,1,Bogotá
2016-01-12T23:59:11Z,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,empleado,técnico,no,no,no,bachiller,pesos,54600000,15852945,mi empleador,mi empleador,no tengo,no,0,si,23,el,intermedio,no,0,Bogotá
2016-01-13T00:04:41Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,1400000,1400000,mi empleador,mi empleador,no tengo,no,0,no,21,el,intermedio,no,0,Pereira
2016-01-13T00:07:03Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,0 - 10%,0 - 10%,10 - 20%,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,65000000,26400,mi empleador,mi empleador,0.5 - 1%,no,0,si,29,el,avanzado,no,0,Bogotá
2016-01-13T00:08:34Z,soy independiente (freelance),soy independiente,soy independiente,no,80 - 90%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Ruby,contratista,universitario,no,no,si,pregrado,pesos,80000000,60000000,yo,yo,no tengo,soy independiente,6000000,no,30,el,avanzado,no,2,Rionegro
2016-01-13T00:09:59Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,PHP,empleado,universitario,si,no,si,pregrado,pesos,26000000,26000000,mi empleador,mi empleador,no tengo,no,0,si,22,el,intermedio,no,0,Manizales
2016-01-13T00:13:46Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,50000000,30000000,mi empleador,mi empleador,no tengo,si,10000000,no,30,el,intermedio,no,0,Medellín
2016-01-13T00:16:01Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,30000000,15000000,mi empleador,mi empleador,no tengo,si,5000000,no,28,el,básico,no,0,Medellín
2016-01-13T00:27:23Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,ningúno,no,no,si,bachiller,pesos,24480000,7680000,yo,yo,no tengo,si,1600000,si,21,el,intermedio,no,0,Bucaramanga
2016-01-13T00:31:29Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,44000000,32000000,mi empleador,mi empleador,no tengo,si,1500000,si,24,el,intermedio,no,0,Medellín
2016-01-13T00:31:41Z,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,83000000,104000000,mi empleador,mi empleador,menos de 0.5%,no,0,no,29,el,avanzado,no,0,Bogotá
2016-01-13T00:34:27Z,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,50 - 60%,30 - 40%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,SQL,empleado,ningúno,si,no,si,bachiller,pesos,48000000,26000000,mi empleador,mi empleador,no tengo,no,0,si,28,el,intermedio,no,0,Medellín
2016-01-13T00:35:50Z,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PL/SQL,empleado,universitario,si,no,si,pregrado,pesos,23400000,0,mi empleador,mi empleador,no tengo,no,0,no,30,el,intermedio,no,0,Manizales
2016-01-13T00:37:57Z,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",menos de 1,si,40 - 50%,10 - 20%,20 - 30%,10 - 20%,menos de 1 año,5 - 10 años,Groovy,contratista,ningúno,si,no,si,bachiller,pesos,40000000,60000,yo,yo,10 - 20%,si,5000000,si,28,el,avanzado,no,0,Bogotá
2016-01-13T00:52:50Z,soy independiente (freelance),consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,70000,55000,yo,yo,no tengo,no,0,si,29,el,avanzado,no,0,Medellín
2016-01-13T01:21:12Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,no,no,si,pregrado,pesos,30000000,21400000,mi empleador,mi empleador,no tengo,si,5000000,si,28,el,intermedio,no,0,Cali
2016-01-13T02:03:09Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,si,60 - 70%,0 - 10%,0 - 10%,0 - 10%,1 año,10 - 15 años,Objective-C,empleado,universitario,si,no,si,pregrado,pesos,70000000,120000000,yo,yo,mas de 20%,no,0,si,34,el,intermedio,no,0,Bogotá
2016-01-13T02:03:32Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,47000000,17000000,mi empleador,mi empleador,no tengo,si,3,si,23,el,avanzado,no,0,Medellín
2016-01-13T05:05:22Z,soy independiente (freelance),soy independiente,soy independiente,no,60 - 70%,30 - 40%,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Ruby,freelance,universitario,si,no,si,pregrado,pesos,90000000,36000000,yo,yo,no tengo,soy independiente,90000000,no,32,el,intermedio,no,1,Cúcuta
2016-01-13T06:06:14Z,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,1 año,Scala,empleado,universitario,si,no,si,pregrado,pesos,26000000,600000,mi empleador,mi empleador,no tengo,no,0,si,21,el,avanzado,no,0,Sabaneta
2016-01-13T06:07:44Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Ruby,empleado,universitario,si,no,si,pregrado,pesos,72000000,58000000,mi empleador,mi empleador,no tengo,si,8000000,si,25,el,avanzado,no,0,Medellín
2016-01-13T06:11:53Z,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,Java,empleado,ningúno,si,no,si,bachiller,pesos,37000000,14400000,mi empleador,mi empleador,no tengo,si,11000000,no,23,el,intermedio,no,0,Medellín
2016-01-13T06:38:37Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,ABAP,empleado,universitario,si,no,si,pregrado,pesos,84000000,50000000,mi empleador,mi empleador,no tengo,si,30000000,si,31,el,avanzado,no,2,Medellín
2016-01-13T06:39:04Z,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,60 - 70%,30 - 40%,90 - 100%,10 - 20%,5 - 10 años,5 - 10 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,37200000,24000000,mi empleador,mi empleador,no tengo,si,8000000,no,29,el,avanzado,no,2,Bucaramanga
2016-01-13T06:39:48Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,20 - 30%,0 - 10%,3 - 5 años,10 - 15 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,54600000,49400000,mi empleador,mi empleador,no tengo,si,550000,no,35,el,intermedio,no,1,Medellín
2016-01-13T06:47:07Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1 año,10 - 15 años,Ruby,contratista,universitario,si,no,si,pregrado,dolares,65000,50000,yo,yo,no tengo,no,3000,si,30,el,avanzado,no,1,Medellín
2016-01-13T06:59:39Z,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,ningúno,no,no,no,bachiller,pesos,82800000,36000000,mi empleador,mi empleador,no tengo,si,30000000,si,28,el,avanzado,no,0,Medellín
2016-01-13T07:01:46Z,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,80 - 90%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Ruby,empleado,universitario,si,no,si,pregrado,dolares,85000,61000,yo,no tengo,0.5 - 1%,si,10000,no,26,el,avanzado,no,0,Envigado
2016-01-13T07:11:36Z,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,30 - 40%,10 - 20%,2 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,52800000,42000000,mi empleador,mi empleador,no tengo,si,4000000,no,31,el,básico,no,1,Medellín
