Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
1/29/2016 19:46:13,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,70 - 80%,70 - 80%,70 - 80%,20 - 30%,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,no,si,bachiller,pesos,20400000,16800000,mi empleador,mi empleador,no tengo,no,0,no,32,el,básico,no,1,Facatativá
1/29/2016 20:01:00,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,20 - 30%,no tengo responsabilidades de este tipo,70 - 80%,40 - 50%,2 años,10 - 15 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,25000000,24000000,mi empleador,mi empleador,no tengo,si,1500000,no,41,el,nativo,no,0,Medellin
1/29/2016 20:22:00,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,PLSQL,empleado,universitario,si,no,si,pregrado,pesos,57200000,32500000,mi empleador,mi empleador,no tengo,no,0,si,29,el,intermedio,no,0,Medellín
1/29/2016 20:27:03,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,70 - 80%,10 - 20%,40 - 50%,40 - 50%,10 - 15 años,10 - 15 años,Java,empleado,universitario,si,si,si,pregrado,pesos,120000000,80000000,mi empleador,mi empleador,mas de 20%,si,40000000,si,32,el,básico,no,2,bogota
1/29/2016 20:54:20,empresa extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,0 - 10%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,HTML/CSS,empleado,universitario,no,no,si,pregrado,pesos,23800000,19500000,mi empleador,mi empleador,no tengo,si,100000,si,24,el,avanzado,no,0,Medellín
1/29/2016 21:45:26,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,30000000,27300000,yo,yo,no tengo,no,0,si,26,el,avanzado,no,0,Cali
1/29/2016 21:59:08,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,0 - 10%,0 - 10%,0 - 10%,3 - 5 años,más de 15 años,Java,empleado,universitario,si,si,si,maestria,pesos,106000000,96000000,mi empleador,mi empleador,no tengo,si,20000000,no,38,el,básico,no,2,Bogotá
1/29/2016 22:51:17,soy independiente (freelance),soy independiente,soy independiente,si,70 - 80%,70 - 80%,70 - 80%,60 - 70%,2 años,2 años,Java,freelance,técnico,si,no,si,pregrado,pesos,24000000,22000000,yo,yo,mas de 20%,si,24000000,no,42,el,intermedio,no,0,Bogota
1/29/2016 23:05:05,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,3 - 5 años,C#,empleado,universitario,si,no,no,pregrado,pesos,23400000,14400000,mi empleador,mi empleador,no tengo,si,4000000,no,29,el,intermedio,no,1,Dosquebradas
1/30/2016 0:38:34,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,30 - 40%,no tengo responsabilidades gerenciales,2 años,10 - 15 años,C#,empleado,universitario,si,no,si,pregrado,pesos,67000000,33600000,yo,yo,no tengo,si,3000000,si,31,el,avanzado,no,2,Cali
1/30/2016 0:44:24,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,PHP,empleado,técnico,si,no,si,pregrado,pesos,12000000,0,mi empleador,mi empleador,no tengo,no,0,no,20,ella,ninguno,no,0,Cali
1/30/2016 7:25:00,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Visual Fox Pro,empleado,universitario,si,no,si,pregrado,pesos,30640000,11050000,mi empleador,mi empleador,no tengo,no,0,si,34,el,ninguno,no,2,Cartagena
1/30/2016 7:44:52,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,20 - 30%,10 - 20%,20 - 30%,10 - 20%,5 - 10 años,más de 15 años,C#,contratista,universitario,si,no,si,pregrado,pesos,100000000,50000000,yo,yo,mas de 20%,si,20000000,si,40,el,avanzado,no,1,Cartagena
1/30/2016 8:15:14,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,90 - 100%,menos de 1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,no,pregrado,pesos,42000000,30000000,mi empleador,mi empleador,no tengo,si,1000000,no,28,el,básico,no,0,bogota
1/30/2016 8:38:45,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,PHP,empleado,ningúno,si,no,si,pregrado,pesos,1300000,11000000,mi empleador,mi empleador,no tengo,si,4000000,no,28,el,básico,no,0,Tuluá
1/30/2016 8:59:42,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,40 - 50%,80 - 90%,0 - 10%,1 año,1 año,C++,empleado,universitario,si,si,si,pregrado,pesos,25000000,12000000,mi empleador,mi empleador,no tengo,no,0,si,29,el,intermedio,no,1,Bucaramanga 
1/30/2016 9:00:40,soy independiente (freelance),soy independiente,soy independiente,no,40 - 50%,10 - 20%,no tengo responsabilidades de liderazgo técnico,10 - 20%,3 - 5 años,2 años,HTML/CSS,freelance,universitario,si,no,si,pregrado,pesos,12000000,12000000,no tengo,no tengo,no tengo,soy independiente,1000000,no,30,el,intermedio,no,0,Villavicencio
1/30/2016 9:47:17,empresa extranjera,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,80 - 90%,20 - 30%,80 - 90%,20 - 30%,más de 15 años,más de 15 años,C#,contratista,universitario,si,si,si,maestria,dolares,80000,45000,yo,yo,no tengo,si,10000,si,45,el,avanzado,no,4,Orlando. FL
1/30/2016 9:48:20,empresa Colombiana con mercado Colombiano,otro,más de 10,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,si,no,pregrado,pesos,23400000,15600000,mi empleador,mi empleador,no tengo,si,2000000,no,27,el,básico,no,0,Bucaramanga
1/30/2016 10:57:17,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,10 - 20%,3 - 5 años,10 - 15 años,C#,empleado,ningúno,si,no,si,ninguno,pesos,28000000,28000000,mi empleador,mi empleador,no tengo,no,0,si,41,el,intermedio,no,0,Bogota
1/30/2016 13:26:03,soy independiente (freelance),soy independiente,soy independiente,no,0 - 10%,0 - 10%,10 - 20%,0 - 10%,10 - 15 años,10 - 15 años,VB.NET,freelance,universitario,si,no,si,doctorado,pesos,150000000,120000000,mi empleador,mi empleador,no tengo,si,60000000,si,37,el,intermedio,no,1,Bogotá
1/30/2016 13:28:10,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,20 - 30%,70 - 80%,20 - 30%,3 - 5 años,3 - 5 años,Java,empleado,ningúno,si,no,si,bachiller,pesos,38000000,28000000,mi empleador,mi empleador,no tengo,si,22000000,no,27,el,avanzado,no,0,Bogotá
1/30/2016 13:38:49,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,30000000,14400000,mi empleador,mi empleador,no tengo,no,0,no,26,el,intermedio,no,0,Barranquilla
1/30/2016 14:03:48,soy independiente (freelance),consultoría y servicios de desarrollo de software a la medida,menos de 1,si,50 - 60%,30 - 40%,40 - 50%,30 - 40%,3 - 5 años,3 - 5 años,C#,freelance,universitario,si,si,si,maestria,pesos,1200000,1600000,yo,yo,mas de 20%,si,3000000,no,30,el,avanzado,no,0,Bogota
1/30/2016 14:56:09,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Flex,empleado,universitario,si,si,si,pregrado,pesos,56550000,43500000,mi empleador,mi empleador,no tengo,no,0,no,29,el,básico,no,0,Bogota
1/30/2016 18:25:14,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,JavaScript,contratista,universitario,no,si,si,pregrado,pesos,18000000,18000000,yo,yo,no tengo,no,0,no,23,el,avanzado,no,0,Bogotá
1/30/2016 19:36:53,empresa Colombiana con mercado Colombiano,otro,más de 10,no,80 - 90%,10 - 20%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,si,no,si,pregrado,pesos,33000000,16000000,mi empleador,mi empleador,no tengo,no,0,no,29,el,ninguno,no,1,bogota
1/31/2016 8:38:10,soy independiente (freelance),soy independiente,soy independiente,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,más de 15 años,más de 15 años,PHP,freelance,universitario,si,no,si,pregrado,dolares,20000,10000,no tengo,no tengo,no tengo,soy independiente,0,no,41,el,ninguno,no,3,Pereira
1/31/2016 10:33:07,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,36000000,24000000,yo,yo,no tengo,si,30000000,no,29,el,avanzado,no,0,Bogota
1/31/2016 10:56:52,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,menos de 1,si,30 - 40%,40 - 50%,0 - 10%,no tengo responsabilidades gerenciales,1 año,menos de 1 año,PHP,freelance,universitario,si,no,si,pregrado,pesos,1800000,1800000,yo,yo,mas de 20%,si,6000000,no,27,el,intermedio,no,1,cali
1/31/2016 12:04:47,empresa Colombiana con mercado Colombiano,otro,más de 10,no,50 - 60%,30 - 40%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,más de 15 años,C#,empleado,universitario,si,no,si,pregrado,pesos,28600000,28600000,mi empleador,mi empleador,no tengo,si,4000000,si,35,el,básico,no,1,Medellín
1/31/2016 14:13:36,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,70 - 80%,0 - 10%,10 - 20%,10 - 20%,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,50000,19600,mi empleador,no tengo,no tengo,si,0,si,32,el,avanzado,no,0,-
1/31/2016 18:01:33,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,60 - 70%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,PHP,empleado,técnico,no,no,si,pregrado,pesos,25000000,12000000,mi empleador,mi empleador,no tengo,soy independiente,3000000,si,32,el,básico,no,0,Funza
1/31/2016 18:33:46,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,menos de 1,si,20 - 30%,30 - 40%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,PHP,empleado,universitario,si,no,no,pregrado,pesos,20000000,11000000,mi empleador,mi empleador,mas de 20%,si,0,no,33,el,básico,no,2,Ibagué
1/31/2016 18:52:43,soy independiente (freelance),"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,80 - 90%,20 - 30%,30 - 40%,20 - 30%,3 - 5 años,5 - 10 años,Java,contratista,universitario,no,si,si,maestria,pesos,54000000,40000000,yo,yo,no tengo,si,28000000,no,33,el,básico,no,2,Bogota
1/31/2016 22:13:35,empresa Colombiana con mercado Colombiano,otro,más de 10,no,0 - 10%,0 - 10%,10 - 20%,0 - 10%,5 - 10 años,2 años,PHP,empleado,universitario,si,si,si,pregrado,pesos,18000000,17000000,mi empleador,mi empleador,no tengo,si,1000000,no,33,el,intermedio,no,2,Ibagué 
1/31/2016 22:24:56,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,40 - 50%,30 - 40%,30 - 40%,0 - 10%,5 - 10 años,10 - 15 años,Java,empleado,universitario,si,si,si,maestria,pesos,50000000,0,mi empleador,mi empleador,no tengo,si,6000000,si,35,el,básico,no,1,Bogotá
2/1/2016 6:32:44,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,10 - 20%,30 - 40%,10 - 20%,2 años,5 - 10 años,C#,empleado,universitario,si,si,si,maestria,pesos,3300000,2600000,mi empleador,mi empleador,no tengo,no,0,no,34,el,básico,no,2,Bogotá
2/1/2016 7:59:47,empresa Colombiana con mercado Colombiano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,40000000,30000000,mi empleador,mi empleador,menos de 0.5%,si,15000000,si,28,el,intermedio,no,0,Bogotá
2/1/2016 8:35:27,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",menos de 1,no,90 - 100%,90 - 100%,40 - 50%,10 - 20%,2 años,menos de 1 año,PHP,empleado,universitario,si,no,si,pregrado,pesos,10712000,11400000,mi empleador,mi empleador,no tengo,no,0,no,25,ingeniera,básico,Afrocolombiano o Afrodescendiente,0,Bucaramanga
2/1/2016 8:40:41,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,si,90 - 100%,50 - 60%,90 - 100%,90 - 100%,1 año,10 - 15 años,Android,contratista,universitario,si,no,si,pregrado,pesos,0,96000000,yo,no tengo,mas de 20%,soy independiente,100000000,no,30,el,intermedio,no,0,Bogotá
2/1/2016 8:43:05,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,C#,empleado,universitario,si,no,si,pregrado,pesos,43696000,18000000,mi empleador,mi empleador,no tengo,no,0,si,28,el,avanzado,no,0,Manizales
2/1/2016 9:32:31,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,80 - 90%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,C#,contratista,universitario,si,no,si,pregrado,pesos,18000000,9000000,yo,yo,no tengo,no,0,si,24,el,básico,no,0,Bello
2/1/2016 9:32:55,soy independiente (freelance),consultoría y servicios de desarrollo de software a la medida,2 - 5,si,40 - 50%,20 - 30%,0 - 10%,10 - 20%,3 - 5 años,10 - 15 años,"PHP, Javascript, HTML/CSS",freelance,universitario,si,no,si,pregrado,pesos,1300000,1200000,yo,yo,mas de 20%,soy independiente,0,no,35,el,básico,no,1,Ibague
2/1/2016 9:42:05,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,si,70 - 80%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,2 años,PHP,empleado,técnico,si,no,si,pregrado,pesos,16680000,7620000,mi empleador,mi empleador,no tengo,si,0,no,19,el,intermedio,no,0,Bogotá
2/1/2016 10:59:54,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,10 - 20%,10 - 20%,40 - 50%,70 - 80%,1 año,menos de 1 año,PHP,empleado,técnico,si,no,no,bachiller,pesos,900000,644400,yo,yo,no tengo,no,500000,no,20,ella,intermedio,no,0,tunja
2/1/2016 11:12:13,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,10 - 20%,20 - 30%,20 - 30%,40 - 50%,2 años,2 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,13200000,12600000,mi empleador,mi empleador,no tengo,no,0,no,27,el,intermedio,no,0,Neiva
2/1/2016 12:11:31,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,si,10 - 20%,20 - 30%,10 - 20%,40 - 50%,3 - 5 años,2 años,PHP,empleado,universitario,no,no,si,pregrado,pesos,62280000,42000000,mi empleador,mi empleador,5 - 10%,no,0,no,34,el,intermedio,no,1,Bucaramanga
2/1/2016 12:21:08,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,0 - 10%,2 años,2 años,Java,contratista,universitario,si,no,si,pregrado,pesos,21600000,8400000,yo,yo,no tengo,no,21600000,si,27,el,ninguno,no,3,bogota
2/1/2016 13:15:58,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,40 - 50%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,35750000,28600000,mi empleador,mi empleador,no tengo,no,0,no,27,el,intermedio,no,0,Medellín 
2/1/2016 13:17:03,soy independiente (freelance),soy independiente,soy independiente,no,50 - 60%,no tengo responsabilidades de este tipo,30 - 40%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,freelance,ningúno,si,no,si,bachiller,pesos,12000000,10000000,no tengo,no tengo,no tengo,soy independiente,0,no,31,el,intermedio,no,0,Bogotá
2/1/2016 13:35:41,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,40 - 50%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,Java,empleado,universitario,si,no,si,pregrado,pesos,36000000,24000000,mi empleador,mi empleador,no tengo,si,8000000,si,32,el,avanzado,no,0,Bogotá
2/1/2016 14:02:31,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,menos de 1,si,60 - 70%,10 - 20%,0 - 10%,0 - 10%,1 año,5 - 10 años,X++ de Microsoft,empleado,universitario,si,no,si,pregrado,pesos,65000000,40000000,mi empleador,mi empleador,5 - 10%,si,10000000,si,37,el,avanzado,no,2,Bogotá
2/1/2016 14:13:22,empresa Colombiana con mercado Colombiano,otro,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,HTML/CSS,contratista,universitario,si,no,si,pregrado,pesos,36000000,24000000,yo,yo,no tengo,si,3000000,no,29,el,avanzado,no,0,Bogotá
2/1/2016 14:23:17,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,50 - 60%,0 - 10%,80 - 90%,no tengo responsabilidades gerenciales,5 - 10 años,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,16900000,7200000,mi empleador,mi empleador,no tengo,si,200000,no,31,el,intermedio,no,0,Pasto
2/1/2016 14:43:48,empresa Colombiana con mercado global,otro,5 - 10,no,50 - 60%,30 - 40%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,1 año,C++,empleado,universitario,si,no,si,pregrado,pesos,2000000,0,mi empleador,mi empleador,no tengo,no,0,si,25,el,avanzado,no,0,cali
2/1/2016 15:01:33,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,10 - 20%,40 - 50%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Java,empleado,técnico,si,no,si,pregrado,pesos,36000000,36000000,mi empleador,mi empleador,no tengo,si,2400000,no,27,el,básico,no,0,Bogota
2/1/2016 15:45:40,soy independiente (freelance),soy independiente,soy independiente,no,50 - 60%,20 - 30%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,10 - 15 años,10 - 15 años,"Depende del proyecto, puede variar el lenguaje de programación.",freelance,universitario,si,no,si,pregrado,pesos,12000000,18000000,yo,yo,no tengo,soy independiente,0,no,30,el,avanzado,no,0,Cali
2/1/2016 15:55:13,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,C#,empleado,universitario,si,no,si,pregrado,pesos,19200000,19200000,mi empleador,mi empleador,no tengo,no,0,no,29,el,intermedio,no,0,Pasto
2/1/2016 17:00:09,empresa Colombiana con mercado global,otro,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,10 - 15 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,15372000,29640000,mi empleador,mi empleador,no tengo,no,0,no,35,el,intermedio,no,2,Cartagena
2/1/2016 17:28:10,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,20 - 30%,80 - 90%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,53200000,27600000,mi empleador,mi empleador,no tengo,no,0,no,30,el,avanzado,no,0,Bogotá D.C.
2/1/2016 17:50:08,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,30 - 40%,20 - 30%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,PHP,contratista,técnico,si,no,si,pregrado,pesos,32000000,398000000,yo,yo,no tengo,si,8000000,no,32,el,intermedio,no,0,Bogota
2/1/2016 18:40:08,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Objective-C,empleado,universitario,si,no,si,pregrado,pesos,54600000,21600000,mi empleador,mi empleador,no tengo,no,0,si,26,el,avanzado,no,0,Bogotá
2/1/2016 19:02:03,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,50 - 60%,30 - 40%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,41340000,41340000,mi empleador,mi empleador,no tengo,no,0,no,32,el,intermedio,no,0,Bogota
2/1/2016 19:49:35,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,0 - 10%,2 años,3 - 5 años,C#,empleado,universitario,si,no,si,pregrado,pesos,39000000,33800000,mi empleador,mi empleador,no tengo,no,0,no,26,el,intermedio,no,0,Bogotá
2/1/2016 22:32:04,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1 año,1 año,Java,empleado,universitario,si,no,si,pregrado,pesos,18000000,12000000,no tengo,no tengo,no tengo,no,0,no,23,el,intermedio,no,0,Medellin 
2/1/2016 23:01:27,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,90 - 100%,0 - 10%,0 - 10%,0 - 10%,2 años,3 - 5 años,Java,contratista,universitario,si,no,si,pregrado,pesos,48000000,24000000,yo,yo,no tengo,no,0,si,24,el,básico,no,0,bogota
2/2/2016 6:20:56,empresa Colombiana con mercado global,otro,5 - 10,no,40 - 50%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,18000000,0,mi empleador,mi empleador,no tengo,si,4000000,no,29,el,avanzado,no,0,Medellín
2/2/2016 8:00:41,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,70 - 80%,20 - 30%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,Cobol,empleado,técnico,si,no,si,pregrado,pesos,30800000,16800000,mi empleador,mi empleador,no tengo,no,0,si,28,el,intermedio,no,0,Bogotá
2/2/2016 8:43:38,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,60 - 70%,10 - 20%,50 - 60%,no tengo responsabilidades gerenciales,más de 15 años,5 - 10 años,HTML/CSS,empleado,técnico,no,no,no,pregrado,pesos,22000000,18000000,mi empleador,mi empleador,no tengo,si,23000000,no,41,el,básico,no,2,Bogotá
