Timestamp,¿Para qué tipo de empresa trabaja?,La empresa para la que usted trabaja se dedica principalmente a,¿Cuantos años de fundada tiene la empresa para la que trabaja?,¿Tiene usted título de fundador en la empresa?,¿Qué porcentaje de su tiempo laboral se ocupa en tareas relacionadas a desarrollo de software?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de proyectos?,¿Qué porcentaje de su tiempo laboral se ocupa en liderazgo técnico?,¿Qué porcentaje de su tiempo laboral se ocupa en gerencia de ingenieria?,¿Cuánto tiempo lleva en su cargo actual (incluyendo freelance)?,¿Cuántos años de experiencia en desarrollo de software profesional tiene?,¿En cuál de los siguientes lenguajes de programación ocupa la mayoría de su tiempo laboral?,Tipo de relación laboral,¿Tiene titulo universitario o técnico?,¿Estudío alguna carrera de PREgrado relacionada a ingeniería de sistemas?,¿Estudío alguna carrera de POSTgrado relacionada a ingeniería de sistemas?,¿Tomó clases de programación o algorítmia en la universidad?,¿Cuál es su máximo titulo alcanzado (graduado)?,¿A usted le pagan en pesos colombianos (COP) o dólares (USD)?,¿Cuanto es su salario ANUAL?,¿Cuanto era el salario ANUAL de su trabajo anterior?,¿Quién paga su seguro de salud?,¿Quién paga sus pensiones y cesantias?,"Si tiene acciones (opciones) en la empresa, que porcentaje de participación tiene",¿Trabaja usted en proyectos freelance a pesar de tener trabajo tiempo completo?,¿Cuanto fue el total de sus ingresos adicionales de proyectos freelance el año pasado?,¿Siente que su salario es justo?,¿Cuantos años tiene?,¿Con cual pronombre prefiere que se refieran a usted?,¿Cuál es su nivel de inglés para realizar conversaciones técnicas sobre software?,¿Se considera usted parte de una minoría racial o étnica?,¿Cuantos hijos tiene?,¿En que ciudad de Colombia vive?
1/12/2016 22:30:29,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,50 - 60%,10 - 20%,20 - 30%,no tengo responsabilidades gerenciales,2 años,5 - 10 años,JavaScript,contratista,universitario,si,si,si,maestria,dolares,"$81,600.00","$48,000.00",mi empleador,yo,1 - 5%,no,0,si,31,el,avanzado,no,0,Medellin
1/12/2016 22:34:30,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,Clojure,empleado,universitario,si,no,si,pregrado,pesos,"$117,600,000.00","$198,000,000.00",mi empleador,mi empleador,10 - 20%,no,0,si,27,el,avanzado,no,0,Medellín
1/12/2016 22:35:55,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,70 - 80%,20 - 30%,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Elixir,contratista,universitario,si,no,si,pregrado,dolares,"$108,000.00","$70,000.00",yo,yo,menos de 0.5%,no,0,si,29,el,avanzado,no,0,Bogotá
1/12/2016 22:37:05,soy independiente (freelance),soy independiente,soy independiente,si,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,C#,freelance,universitario,si,no,si,pregrado,pesos,"$40,000,000.00","$20,000,000.00",yo,yo,no tengo,soy independiente,40000000,si,24,el,avanzado,no,0,Bogotá
1/12/2016 22:39:49,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,Elixir,contratista,universitario,si,si,si,pregrado,dolares,"$120,000.00","$120,000.00",yo,yo,no tengo,no,0,si,26,el,intermedio,no,0,Barranquilla
1/12/2016 22:41:11,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,70 - 80%,10 - 20%,no tengo responsabilidades de liderazgo técnico,0 - 10%,3 - 5 años,5 - 10 años,Ruby,empleado,ningúno,si,no,si,bachiller,dolares,"$130,000.00","$85,000.00",yo,yo,menos de 0.5%,no,0,si,29,el,nativo,no,0,Medellín
1/12/2016 22:41:14,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,40 - 50%,20 - 30%,1 año,5 - 10 años,Scala,empleado,universitario,si,si,si,maestria,pesos,"$60,000,000.00","$40,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,29,el,avanzado,no,0,Medellín
1/12/2016 22:44:31,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,1 año,2 años,JavaScript,contratista,ningúno,si,no,si,bachiller,dolares,"$60,000.00","$48,000.00",yo,yo,no tengo,no,0,si,33,el,avanzado,no,0,Medellín
1/12/2016 22:44:54,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,50 - 60%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$12,000,000.00",$0.00,yo,yo,no tengo,no,500,si,19,el,intermedio,Afrocolombiano o Afrodescendiente,0,Quibdó
1/12/2016 22:44:59,empresa Colombiana con mercado Colombiano,"servicio no tecnológico (banca, seguros, contabilidad, etc)",2 - 5,no,30 - 40%,60 - 70%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,HTML/CSS,freelance,técnico,no,no,no,pregrado,pesos,"$50,000,000.00","$30,000,000.00",yo,yo,mas de 20%,si,40000000,si,25,el,intermedio,no,0,Bogota
1/12/2016 22:51:57,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,40 - 50%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$26,000,000.00","$15,000,000.00",mi empleador,mi empleador,no tengo,no,0,no,25,el,avanzado,no,0,Cartagena
1/12/2016 22:52:28,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PHP,empleado,universitario,si,no,no,bachiller,pesos,"$72,000,000.00","$960,000.00",mi empleador,mi empleador,no tengo,si,0,si,24,el,nativo,no,1,Bogota
1/12/2016 22:55:10,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,HTML/CSS,contratista,ningúno,no,no,no,bachiller,pesos,"$30,000,000.00","$18,000,000.00",yo,yo,no tengo,no,500000,no,24,el,intermedio,no,1,Sibaté
1/12/2016 22:57:35,empresa Colombiana con mercado latinoamericano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,50 - 60%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,C#,empleado,técnico,si,no,si,bachiller,pesos,"$40,000,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,si,3000000,si,27,el,intermedio,no,2,Bogotá 
1/12/2016 22:58:04,empresa extranjera,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,"$60,000.00","$8,800.00",yo,no tengo,menos de 0.5%,no,0,si,29,el,intermedio,no,0,Bogota
1/12/2016 23:01:17,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,HTML/CSS,contratista,universitario,si,no,si,pregrado,dolares,"$2,000.00",$920.00,no tengo,no tengo,no tengo,si,1500,si,24,el,avanzado,no,0,Cali
1/12/2016 23:03:28,soy independiente (freelance),soy independiente,soy independiente,si,30 - 40%,30 - 40%,20 - 30%,20 - 30%,3 - 5 años,3 - 5 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,"$45,000,000.00","$18,000,000.00",yo,yo,no tengo,soy independiente,18000000,no,24,el,avanzado,no,0,Barranquilla
1/12/2016 23:04:05,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Elixir,contratista,universitario,si,si,si,pregrado,dolares,"$40,500.00","$9,200.00",yo,yo,0.5 - 1%,no,0,si,25,ella,avanzado,no,0,Barranquilla
1/12/2016 23:08:28,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,PHP,contratista,universitario,si,si,si,pregrado,pesos,"$30,000,000.00","$14,400,000.00",yo,yo,no tengo,no,0,si,25,ella,avanzado,no,0,BARRANQUILLA
1/12/2016 23:09:19,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,"$60,000.00","$30,000.00",yo,yo,no tengo,no,1500,si,33,el,avanzado,no,2,Bogota
1/12/2016 23:10:14,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$58,500,000.00","$45,500,000.00",mi empleador,mi empleador,no tengo,no,0,si,31,el,avanzado,no,0,Bogotá
1/12/2016 23:10:17,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,no,bachiller,pesos,"$61,600,000.00","$42,900,000.00",yo,yo,no tengo,si,12000000,si,23,el,avanzado,no,0,Medellín
1/12/2016 23:10:37,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$28,400,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,si,300000,si,24,el,avanzado,no,0,Barranquilla
1/12/2016 23:16:37,soy independiente (freelance),soy independiente,soy independiente,si,90 - 100%,no tengo responsabilidades de este tipo,40 - 50%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,freelance,ningúno,si,no,si,bachiller,pesos,"$30,000,000.00","$30,000,000.00",yo,yo,no tengo,soy independiente,0,no,23,el,avanzado,no,0,Cali
1/12/2016 23:16:57,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,"$18,000.00","$3,000.00",yo,yo,no tengo,no,0,si,28,el,intermedio,no,0,San Juan de Pasto
1/12/2016 23:18:49,soy independiente (freelance),"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",1,no,90 - 100%,20 - 30%,40 - 50%,20 - 30%,menos de 1 año,5 - 10 años,PHP,freelance,universitario,si,no,si,pregrado,pesos,"$50,000,000.00","$36,000,000.00",yo,yo,no tengo,soy independiente,30000000,si,37,el,intermedio,no,1,Cali
1/12/2016 23:18:52,empresa Colombiana con mercado latinoamericano,otro,más de 10,no,70 - 80%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,empleado,técnico,si,no,si,pregrado,pesos,"$1,860,000.00","$1,200,000.00",mi empleador,mi empleador,no tengo,no,0,no,26,el,básico,no,1,Bogota
1/12/2016 23:23:00,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,dolares,"$33,000.00","$12,000.00",yo,yo,menos de 0.5%,no,0,si,32,el,avanzado,no,0,Medellín
1/12/2016 23:23:05,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,10 - 20%,10 - 20%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,PLSQL,empleado,universitario,si,no,si,pregrado,pesos,"$3,400,000.00","$1,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,27,ella,básico,no,9,Bogotá 
1/12/2016 23:23:49,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$39,000,000.00","$1,000,000.00",no tengo,no tengo,no tengo,si,0,no,20,el,básico,no,0,Bogotá 
1/12/2016 23:25:36,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,Java,empleado,ningúno,si,no,si,bachiller,pesos,"$1,490,000.00","$8,600,000.00",mi empleador,mi empleador,no tengo,no,0,no,22,el,avanzado,Afrocolombiano o Afrodescendiente,0,Barranquilla
1/12/2016 23:27:16,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,0 - 10%,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Objective-C,contratista,universitario,si,no,si,pregrado,dolares,"$42,000.00","$20,000.00",yo,yo,no tengo,si,2000,no,27,el,avanzado,no,0,San Gil (Santander)
1/12/2016 23:31:04,soy independiente (freelance),soy independiente,soy independiente,no,70 - 80%,30 - 40%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,JavaScript,freelance,técnico,si,no,si,pregrado,pesos,"$25,000,000.00","$21,000,000.00",yo,yo,no tengo,soy independiente,0,no,32,el,básico,no,0,Bogota
1/12/2016 23:31:14,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Ruby,freelance,universitario,no,no,no,pregrado,dolares,"$26,000.00","$26,000.00",yo,yo,no tengo,si,5000,no,33,el,avanzado,no,1,Medellin
1/12/2016 23:42:56,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,70 - 80%,no tengo responsabilidades de este tipo,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Ruby,contratista,universitario,no,si,si,pregrado,dolares,"$54,000.00","$12,000.00",yo,yo,menos de 0.5%,no,0,no,32,el,avanzado,no,0,Cali
1/12/2016 23:47:52,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,3 - 5 años,5 - 10 años,PHP,contratista,universitario,si,no,si,pregrado,dolares,"$36,000.00","$4,560.00",yo,yo,no tengo,no,0,si,30,el,avanzado,no,0,Cali
1/12/2016 23:52:39,empresa Colombiana con mercado global,"servicio no tecnológico (banca, seguros, contabilidad, etc)",más de 10,no,70 - 80%,0 - 10%,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$2,400,000.00","$210,000.00",mi empleador,mi empleador,no tengo,no,0,no,26,el,básico,no,0,Bello
1/12/2016 23:53:38,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,menos de 1 año,2 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,"$21,600.00","$12,000.00",yo,yo,no tengo,no,0,si,24,el,avanzado,no,0,Cali
1/12/2016 23:58:34,empresa Colombiana con mercado latinoamericano,otro,5 - 10,no,80 - 90%,0 - 10%,0 - 10%,0 - 10%,5 - 10 años,5 - 10 años,C#,empleado,universitario,si,no,si,pregrado,pesos,"$31,000,000.00","$14,000,000.00",yo,yo,no tengo,si,18000000,no,30,el,básico,no,1,Bogotá
1/12/2016 23:59:11,empresa Colombiana con mercado latinoamericano,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,menos de 1 año,2 años,JavaScript,empleado,técnico,no,no,no,bachiller,pesos,"$54,600,000.00","$15,852,945.00",mi empleador,mi empleador,no tengo,no,0,si,23,el,intermedio,no,0,Bogotá
1/13/2016 0:04:41,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,2 años,JavaScript,contratista,universitario,si,no,si,pregrado,pesos,"$1,400,000.00","$1,400,000.00",mi empleador,mi empleador,no tengo,no,0,no,21,el,intermedio,no,0,Pereira
1/13/2016 0:07:03,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,80 - 90%,0 - 10%,0 - 10%,10 - 20%,3 - 5 años,5 - 10 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$65,000,000.00","$26,400.00",mi empleador,mi empleador,0.5 - 1%,no,0,si,29,el,avanzado,no,0,Bogotá
1/13/2016 0:08:34,soy independiente (freelance),soy independiente,soy independiente,no,80 - 90%,10 - 20%,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,Ruby,contratista,universitario,no,no,si,pregrado,pesos,"$80,000,000.00","$60,000,000.00",yo,yo,no tengo,soy independiente,6000000,no,30,el,avanzado,no,2,Rionegro
1/13/2016 0:09:59,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,menos de 1 año,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$26,000,000.00","$26,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,22,el,intermedio,no,0,Manizales
1/13/2016 0:13:46,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$50,000,000.00","$30,000,000.00",mi empleador,mi empleador,no tengo,si,10000000,no,30,el,intermedio,no,0,Medellín
1/13/2016 0:16:01,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$30,000,000.00","$15,000,000.00",mi empleador,mi empleador,no tengo,si,5000000,no,28,el,básico,no,0,Medellin
1/13/2016 0:27:23,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,JavaScript,empleado,ningúno,no,no,si,bachiller,pesos,"$24,480,000.00","$7,680,000.00",yo,yo,no tengo,si,1600000,si,21,el,intermedio,no,0,Bucaramanga
1/13/2016 0:31:29,empresa extranjera,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,PHP,empleado,universitario,si,no,si,pregrado,pesos,"$44,000,000.00","$32,000,000.00",mi empleador,mi empleador,no tengo,si,1500000,si,24,el,intermedio,no,0,Medellín
1/13/2016 0:31:41,empresa Colombiana con mercado global,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$83,000,000.00","$104,000,000.00",mi empleador,mi empleador,menos de 0.5%,no,0,no,29,el,avanzado,no,0,Bogotá
1/13/2016 0:34:27,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,50 - 60%,30 - 40%,no tengo responsabilidades gerenciales,3 - 5 años,3 - 5 años,SQL,empleado,ningúno,si,no,si,bachiller,pesos,"$48,000,000.00","$26,000,000.00",mi empleador,mi empleador,no tengo,no,0,si,28,el,intermedio,no,0,Medellín
1/13/2016 0:35:50,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,2 años,3 - 5 años,PL/SQL,empleado,universitario,si,no,si,pregrado,pesos,"$23,400,000.00",$0.00,mi empleador,mi empleador,no tengo,no,0,no,30,el,intermedio,no,0,Manizales
1/13/2016 0:37:57,empresa Colombiana con mercado Colombiano,"servicio o producto de tecnología (similar a dropbox, github, stripe, heroku o hardware)",menos de 1,si,40 - 50%,10 - 20%,20 - 30%,10 - 20%,menos de 1 año,5 - 10 años,Groovy,contratista,ningúno,si,no,si,bachiller,pesos,"$40,000,000.00","$60,000.00",yo,yo,10 - 20%,si,5000000,si,28,el,avanzado,no,0,Bogota
1/13/2016 0:52:50,soy independiente (freelance),consultoría y servicios de desarrollo de software a la medida,5 - 10,no,90 - 100%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1 año,5 - 10 años,JavaScript,contratista,universitario,si,no,si,pregrado,dolares,"$70,000.00","$55,000.00",yo,yo,no tengo,no,0,si,29,el,avanzado,no,0,Medellin
1/13/2016 1:21:12,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,2 años,3 - 5 años,Java,empleado,universitario,no,no,si,pregrado,pesos,"$30,000,000.00","$21,400,000.00",mi empleador,mi empleador,no tengo,si,5000000,si,28,el,intermedio,no,0,Cali
1/13/2016 2:03:09,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,1,si,60 - 70%,0 - 10%,0 - 10%,0 - 10%,1 año,10 - 15 años,Objective-C,empleado,universitario,si,no,si,pregrado,pesos,"$70,000,000.00","$120,000,000.00",yo,yo,mas de 20%,no,0,si,34,el,intermedio,no,0,Bogotá
1/13/2016 2:03:32,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,80 - 90%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,1 año,3 - 5 años,JavaScript,empleado,universitario,si,no,si,pregrado,pesos,"$47,000,000.00","$17,000,000.00",mi empleador,mi empleador,no tengo,si,3,si,23,el,avanzado,no,0,Medellín
1/13/2016 5:05:22,soy independiente (freelance),soy independiente,soy independiente,no,60 - 70%,30 - 40%,10 - 20%,0 - 10%,3 - 5 años,5 - 10 años,Ruby,freelance,universitario,si,no,si,pregrado,pesos,"$90,000,000.00","$36,000,000.00",yo,yo,no tengo,soy independiente,90000000,no,32,el,intermedio,no,1,Cúcuta
1/13/2016 6:06:14,empresa Colombiana con mercado latinoamericano,consultoría y servicios de desarrollo de software a la medida,5 - 10,no,70 - 80%,0 - 10%,0 - 10%,no tengo responsabilidades gerenciales,menos de 1 año,1 año,Scala,empleado,universitario,si,no,si,pregrado,pesos,"$26,000,000.00","$600,000.00",mi empleador,mi empleador,no tengo,no,0,si,21,el,avanzado,no,0,Sabaneta
1/13/2016 6:07:44,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,10 - 20%,no tengo responsabilidades gerenciales,menos de 1 año,3 - 5 años,Ruby,empleado,universitario,si,no,si,pregrado,pesos,"$72,000,000.00","$58,000,000.00",mi empleador,mi empleador,no tengo,si,8000000,si,25,el,avanzado,no,0,Medellín
1/13/2016 6:11:53,empresa Colombiana con mercado Colombiano,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,no tengo responsabilidades de liderazgo técnico,no tengo responsabilidades gerenciales,menos de 1 año,2 años,Java,empleado,ningúno,si,no,si,bachiller,pesos,"$37,000,000.00","$14,400,000.00",mi empleador,mi empleador,no tengo,si,11000000,no,23,el,intermedio,no,0,Medellín 
1/13/2016 6:38:37,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,90 - 100%,no tengo responsabilidades de este tipo,0 - 10%,no tengo responsabilidades gerenciales,5 - 10 años,5 - 10 años,ABAP,empleado,universitario,si,no,si,pregrado,pesos,"$84,000,000.00","$50,000,000.00",mi empleador,mi empleador,no tengo,si,30000000,si,31,el,avanzado,no,2,Medellin
1/13/2016 6:39:04,empresa Colombiana con mercado EEUU,consultoría y servicios de desarrollo de software a la medida,2 - 5,no,60 - 70%,30 - 40%,90 - 100%,10 - 20%,5 - 10 años,5 - 10 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$37,200,000.00","$24,000,000.00",mi empleador,mi empleador,no tengo,si,8000000,no,29,el,avanzado,no,2,Bucaramanga
1/13/2016 6:39:48,empresa Colombiana con mercado global,consultoría y servicios de desarrollo de software a la medida,más de 10,no,60 - 70%,no tengo responsabilidades de este tipo,20 - 30%,0 - 10%,3 - 5 años,10 - 15 años,JavaScript,empleado,ningúno,si,no,si,bachiller,pesos,"$54,600,000.00","$49,400,000.00",mi empleador,mi empleador,no tengo,si,550000,no,35,el,intermedio,no,1,Medellib
1/13/2016 6:47:07,empresa extranjera,"servicio habilitado por tecnologia (similar a domicilios.com, uber, tappsi, bunny inc, etsy, e-commerce)",5 - 10,no,70 - 80%,no tengo responsabilidades de este tipo,20 - 30%,no tengo responsabilidades gerenciales,1 año,10 - 15 años,Ruby,contratista,universitario,si,no,si,pregrado,dolares,"$65,000.00","$50,000.00",yo,yo,no tengo,no,3000,si,30,el,avanzado,no,1,Medellin
